ID,Nominal Stage Number,Actual Stage Number,Race,Year,Is Multi-Stage,Has Prologue,Is A Stage,Date,Depart,Arrive,Length,Type,Profile,Total distance,Total stages,Average distance,Top finishes,Total high mountain stages,Mountain top finishes,Total medium mountain stages,Hill top finishes,Total flat stages,Flat top finishes,Total individual time trial stages,Total individual time trials,Total team time trial stages,Total individual team time trials,Total KOM sprints,Total HC,Total 1st Category,Total 2nd Category,Total 3rd Category,Total 4th Category
GDI2019S11,11,11.0,Giro d'Italia,2019,1,0,1,20190522,Carpi,Novi Ligure,221.19,IRR,Plain,,,,,,,,,,,,,,,,,,,,
GDI2019S12,12,12.0,Giro d'Italia,2019,1,0,1,20190523,Cuneo,Pinerolo,157.86,IRR,Medium Mountain,,,,,,,,,,,,,,,,,,,,
GDI2019S13,13,13.0,Giro d'Italia,2019,1,0,1,20190524,Pinerolo,Ceresole Reale (Lago Serru'),196.34,IRR,High mountain,,,,,,,,,,,,,,,,,,,,
GDI2019S14,14,14.0,Giro d'Italia,2019,1,0,1,20190525,Saint-Vincent,Courmayeur (Skyway Monte Bianco),131.01,IRR,High mountain,,,,,,,,,,,,,,,,,,,,
GDI2019S15,15,15.0,Giro d'Italia,2019,1,0,1,20190526,Ivrea,Como,232.22,IRR,Medium Mountain,,,,,,,,,,,,,,,,,,,,
GDI2019S16,16,16.0,Giro d'Italia,2019,1,0,1,20190528,Lovere,Ponte di Legno,194.78,IRR,High mountain,,,,,,,,,,,,,,,,,,,,
GDI2019S17,17,17.0,Giro d'Italia,2019,1,0,1,20190529,Commezzadura (Val di Sole),Anterselva/Antholz,180.97,IRR,Medium Mountain,,,,,,,,,,,,,,,,,,,,
GDI2019S18,18,18.0,Giro d'Italia,2019,1,0,1,20190530,Valdaora/Olang,Santa Maria di Sala,222.06,IRR,Plain,,,,,,,,,,,,,,,,,,,,
GDI2019S19,19,19.0,Giro d'Italia,2019,1,0,1,20190531,Treviso,San Martino di Castrozza,151.65,IRR,High mountain,,,,,,,,,,,,,,,,,,,,
GDI2019S20,20,20.0,Giro d'Italia,2019,1,0,1,20190601,Feltre,Croce d'Aune - Monte Avena,194.51,IRR,High mountain,,,,,,,,,,,,,,,,,,,,
GDI2019S21,21,21.0,Giro d'Italia,2019,1,0,1,20190602,Verona (Fiera),Verona (Arena),17.11,ITT,Individual Time Trial,,,,,,,,,,,,,,,,,,,,
GDI2019R01,,,Giro d'Italia,2019,1,0,0,,,,,,,3552.74,21.0,169.18,7.0,5.0,4.0,7.0,1.0,6.0,0.0,3.0,59.84,0.0,0.0,40.0,1.0,7.0,12.0,10.0,10.0
PNI2011S01,1,1.0,Paris-Nice,2011,1,0,1,20150308,Maurepas,Maurepas,6.65,ITT,Individual Time Trial,,,,,,,,,,,,,,,,,,,,
PNI2011S02,2,2.0,Paris-Nice,2011,1,0,1,20150309,Saint-Rémy-lès-Chevreuse,Contres,193.64,IRR,Plain,,,,,,,,,,,,,,,,,,,,
PNI2011S03,3,3.0,Paris-Nice,2011,1,0,1,20150310,Zoo Parc de Beuval / Saint-Agnan,Saint-Amand-Montrond,171.79,IRR,Plain,,,,,,,,,,,,,,,,,,,,
PNI2011S04,4,4.0,Paris-Nice,2011,1,0,1,20150311,Saint-Amand-Montrond,Saint-Pourcain-sur-Sioule,178.56,IRR,Plain,,,,,,,,,,,,,,,,,,,,
PNI2011S05,5,5.0,Paris-Nice,2011,1,0,1,20150312,Varennes-sur-Allier,Croix de Chaubouret,204.11,IRR,High mountain,,,,,,,,,,,,,,,,,,,,
PNI2011S06,6,6.0,Paris-Nice,2011,1,0,1,20150313,Saint-Etienne,Rasteau,192.30,IRR,Plain,,,,,,,,,,,,,,,,,,,,
PNI2011S07,7,7.0,Paris-Nice,2011,1,0,1,20150314,Vence,Nice,180.89,IRR,Medium Mountain,,,,,,,,,,,,,,,,,,,,
PNI2011S08,8,8.0,Paris-Nice,2011,1,0,1,20150315,Nice,Col d'Eze,10.15,ITT,Individual Time Trial,,,,,,,,,,,,,,,,,,,,
PNI2011R01,,,Paris-Nice,2011,1,0,0,,,,,,,1138.09,8.0,142.26,2.0,1.0,1.0,1.0,0.0,4.0,0.0,2.0,16.8,0.0,0.0,24.0,0.0,6.0,6.0,12.0,0.0
PNI2012S01,1,1.0,Paris-Nice,2012,1,0,1,20120304,Dampierre-en-Yvelines,Saint-Rémy-lès-Chevreuse,9.77,ITT,Individual Time Trial,,,,,,,,,,,,,,,,,,,,
PNI2012S02,2,2.0,Paris-Nice,2012,1,0,1,20120305,Mantes-la-Jolie,Orléans,185.63,IRR,Plain,,,,,,,,,,,,,,,,,,,,
PNI2012S03,3,3.0,Paris-Nice,2012,1,0,1,20120306,Vierzon,Le Lac de Vassivière,193.87,IRR,Medium Mountain,,,,,,,,,,,,,,,,,,,,
PNI2012S04,4,4.0,Paris-Nice,2012,1,0,1,20120307,Brive-la-Gaillarde,Rodez,177.42,IRR,Medium Mountain,,,,,,,,,,,,,,,,,,,,
PNI2012S05,5,5.0,Paris-Nice,2012,1,0,1,20120308,Onet-le-Château,Mende (La Croix-Neuve),178.24,IRR,Medium Mountain,,,,,,,,,,,,,,,,,,,,
PNI2012S06,6,6.0,Paris-Nice,2012,1,0,1,20120309,Suze-la-Rousse,Sisteron,179.11,IRR,Plain,,,,,,,,,,,,,,,,,,,,
PNI2012S07,7,7.0,Paris-Nice,2012,1,0,1,20120310,Sisteron,Nice,219.46,IRR,Medium Mountain,,,,,,,,,,,,,,,,,,,,
PNI2012S08,8,8.0,Paris-Nice,2012,1,0,1,20120311,Nice,Col d'Èze,9.60,ITT,Individual Time Trial,,,,,,,,,,,,,,,,,,,,
PNI2012R01,,,Paris-Nice,2012,1,0,0,,,,,,,1153.1,8.0,144.14,3.0,0.0,0.0,4.0,2.0,2.0,0.0,2.0,19.37,0.0,0.0,25.0,0.0,5.0,6.0,14.0,0.0
PNI2013P01,P,1.0,Paris-Nice,2013,1,1,1,20130303,Houilles,Houilles,2.85,ITT,Individual Time Trial,,,,,,,,,,,,,,,,,,,,
PNI2013S01,1,2.0,Paris-Nice,2013,1,1,1,20130304,Saint-Germain-en-Laye,Nemours,194.26,IRR,Plain,,,,,,,,,,,,,,,,,,,,
PNI2013S02,2,3.0,Paris-Nice,2013,1,1,1,20130305,Vimory,Cérilly,200.56,IRR,Plain,,,,,,,,,,,,,,,,,,,,
PNI2013S03,3,4.0,Paris-Nice,2013,1,1,1,20130306,Châtel-Guyon,Brioude,170.61,IRR,Medium Mountain,,,,,,,,,,,,,,,,,,,,
PNI2013S04,4,5.0,Paris-Nice,2013,1,1,1,20130307,Brioude,Saint-Vallier,198.38,IRR,Medium Mountain,,,,,,,,,,,,,,,,,,,,
PNI2013S05,5,6.0,Paris-Nice,2013,1,1,1,20130308,Châteauneuf-du-Pape,La Montagne de Lure,175.68,IRR,High mountain,,,,,,,,,,,,,,,,,,,,
PNI2013S06,6,7.0,Paris-Nice,2013,1,1,1,20130309,Manosque,Nice,220.02,IRR,Medium Mountain,,,,,,,,,,,,,,,,,,,,
PNI2013S07,7,8.0,Paris-Nice,2013,1,1,1,20130310,Nice,Col d'Èze,9.47,ITT,Individual Time Trial,,,,,,,,,,,,,,,,,,,,
PNI2013R01,,,Paris-Nice,2013,1,1,0,,,,,,,1171.83,8.0,146.48,2.0,1.0,1.0,3.0,0.0,2.0,0.0,2.0,12.32,0.0,0.0,23.0,0.0,2.0,7.0,9.0,1.0
PNI2014S01,1,1.0,Paris-Nice,2014,1,0,1,20140309,Mantes-la-Jolie,Mantes-la-Jolie,159.50,IRR,Plain,,,,,,,,,,,,,,,,,,,,
PNI2014S02,2,2.0,Paris-Nice,2014,1,0,1,20140309,Rambouillet,Saint-Georges-sur-Baulche,204.38,IRR,Plain,,,,,,,,,,,,,,,,,,,,
PNI2014S03,3,3.0,Paris-Nice,2014,1,0,1,20140311,Toucy,Circuit de Nevers Magny-Court,180.07,IRR,Plain,,,,,,,,,,,,,,,,,,,,
PNI2014S04,4,4.0,Paris-Nice,2014,1,0,1,20140312,Nevers,Belleville,201.19,IRR,Medium Mountain,,,,,,,,,,,,,,,,,,,,
PNI2014S05,5,5.0,Paris-Nice,2014,1,0,1,20140313,Crêches-sur-Saône,Rive-de-Gier,153.48,IRR,Medium Mountain,,,,,,,,,,,,,,,,,,,,
PNI2014S06,6,6.0,Paris-Nice,2014,1,0,1,20140314,Saint-Saturnin-lès-Avignon,Fayence,220.84,IRR,Medium Mountain,,,,,,,,,,,,,,,,,,,,
PNI2014S07,7,7.0,Paris-Nice,2014,1,0,1,20140315,Mougins,Biot (Sophia Antipolis),194.78,IRR,Medium Mountain,,,,,,,,,,,,,,,,,,,,
PNI2014S08,8,8.0,Paris-Nice,2014,1,0,1,20140316,Nice,Nice,128.17,IRR,Medium Mountain,,,,,,,,,,,,,,,,,,,,
PNI2014R01,,,Paris-Nice,2014,1,0,0,,,,,,,1442.41,8.0,180.3,1.0,0.0,0.0,5.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,5.0,8.0,14.0,0.0
PNI2015P01,P,1.0,Paris-Nice,2015,1,1,1,20150308,Maurepas,Maurepas,6.65,ITT,Individual Time Trial,,,,,,,,,,,,,,,,,,,,
PNI2015S01,1,2.0,Paris-Nice,2015,1,1,1,20150309,Saint-Rémy-lès-Chevreuse,Contres,193.64,IRR,Plain,,,,,,,,,,,,,,,,,,,,
PNI2015S02,2,3.0,Paris-Nice,2015,1,1,1,20150310,Zoo Parc de Beuval / Saint-Agnan,Saint-Amand-Montrond,171.79,IRR,Plain,,,,,,,,,,,,,,,,,,,,
PNI2015S03,3,4.0,Paris-Nice,2015,1,1,1,20150311,Saint-Amand-Montrond,Saint-Pourcain-sur-Sioule,178.56,IRR,Plain,,,,,,,,,,,,,,,,,,,,
PNI2015S04,4,5.0,Paris-Nice,2015,1,1,1,20150312,Varennes-sur-Allier,Croix de Chaubouret,204.11,IRR,High mountain,,,,,,,,,,,,,,,,,,,,
PNI2015S05,5,6.0,Paris-Nice,2015,1,1,1,20150313,Saint-Etienne,Rasteau,192.30,IRR,Plain,,,,,,,,,,,,,,,,,,,,
PNI2015S06,6,7.0,Paris-Nice,2015,1,1,1,20150314,Vence,Nice,180.89,IRR,Medium Mountain,,,,,,,,,,,,,,,,,,,,
PNI2015S07,7,8.0,Paris-Nice,2015,1,1,1,20150315,Nice,Col d'Eze,10.15,ITT,Individual Time Trial,,,,,,,,,,,,,,,,,,,,
PNI2015R01,,,Paris-Nice,2015,1,1,0,,,,,,,1138.09,8.0,142.26,2.0,1.0,1.0,1.0,0.0,4.0,0.0,2.0,16.8,0.0,0.0,24.0,0.0,6.0,6.0,12.0,0.0
PNI2016P01,P,1.0,Paris-Nice,2016,1,1,1,20160306,Conflans Sainte Honorine,Conflans Sainte Honorine,6.15,ITT,Individual Time Trial,,,,,,,,,,,,,,,,,,,,
PNI2016S01,1,2.0,Paris-Nice,2016,1,1,1,20160307,Condé-sur-Vesgre,Vendôme,202.26,IRR,Plain,,,,,,,,,,,,,,,,,,,,
PNI2016S02,2,3.0,Paris-Nice,2016,1,1,1,20160308,Contres,Commentry,211.04,IRR,Plain,,,,,,,,,,,,,,,,,,,,
PNI2016S03,3,4.0,Paris-Nice,2016,1,1,1,20160309,Cusset,Mont Brouilly,169.40,IRR,Medium Mountain,,,,,,,,,,,,,,,,,,,,
PNI2016S04,4,5.0,Paris-Nice,2016,1,1,1,20160310,Juliénas,Romans-sur-Isère,203.08,IRR,Plain,,,,,,,,,,,,,,,,,,,,
PNI2016S05,5,6.0,Paris-Nice,2016,1,1,1,20160311,Saint-Paul-Trois-Châteaux,Salon-de-Provence,196.62,IRR,Medium Mountain,,,,,,,,,,,,,,,,,,,,
PNI2016S06,6,7.0,Paris-Nice,2016,1,1,1,20160312,Nice,La Madone d'Utelle,179.70,IRR,High mountain,,,,,,,,,,,,,,,,,,,,
PNI2016S07,7,8.0,Paris-Nice,2016,1,1,1,20160306,Nice,Nice,136.65,IRR,Medium Mountain,,,,,,,,,,,,,,,,,,,,
PNI2016R01,,,Paris-Nice,2016,1,1,0,,,,,,,1304.9,8.0,163.11,2.0,1.0,1.0,3.0,1.0,3.0,0.0,1.0,6.15,0.0,0.0,30.0,0.0,5.0,12.0,13.0,0.0
PNI2017S01,1,1.0,Paris-Nice,2017,1,0,1,20170305,Bois d'Arcy,Bois d'Arcy,158.57,IRR,Plain,,,,,,,,,,,,,,,,,,,,
PNI2017S02,2,2.0,Paris-Nice,2017,1,0,1,20170306,Rochefort-en-Yvelines,Amilly,202.52,IRR,Plain,,,,,,,,,,,,,,,,,,,,
PNI2017S03,3,3.0,Paris-Nice,2017,1,0,1,20170307,Chablis,Chalon-sur-Saone,189.71,IRR,Plain,,,,,,,,,,,,,,,,,,,,
PNI2017S04,4,4.0,Paris-Nice,2017,1,0,1,20170308,Beaujeu,Mont Brouilly,14.38,ITT,Individual Time Trial,,,,,,,,,,,,,,,,,,,,
PNI2017S05,5,5.0,Paris-Nice,2017,1,0,1,20170309,Quincié-en-Beaujolais,Bourg-de-Péage,200.19,IRR,Plain,,,,,,,,,,,,,,,,,,,,
PNI2017S06,6,6.0,Paris-Nice,2017,1,0,1,20170310,Aubagne,Fayence,193.61,IRR,Medium Mountain,,,,,,,,,,,,,,,,,,,,
PNI2017S07,7,7.0,Paris-Nice,2017,1,0,1,20170311,Nice,Col de la Couillole,178.23,IRR,High mountain,,,,,,,,,,,,,,,,,,,,
PNI2017S08,8,8.0,Paris-Nice,2017,1,0,1,20170312,Nice,Nice,115.62,IRR,Medium Mountain,,,,,,,,,,,,,,,,,,,,
PNI2017R01,,,Paris-Nice,2017,1,0,0,,,,,,,1252.83,8.0,156.6,2.0,1.0,1.0,2.0,0.0,4.0,0.0,1.0,14.38,0.0,0.0,23.0,0.0,8.0,9.0,6.0,0.0
PNI2018S01,1,1.0,Paris-Nice,2018,1,0,1,20180304,Chatou,Meudon,134.64,IRR,Plain,,,,,,,,,,,,,,,,,,,,
PNI2018S02,2,2.0,Paris-Nice,2018,1,0,1,20180305,Orsonville,Vierzon,186.87,IRR,Plain,,,,,,,,,,,,,,,,,,,,
PNI2018S03,3,3.0,Paris-Nice,2018,1,0,1,20180306,Bourges,Châtel-Guyon,208.77,IRR,Medium Mountain,,,,,,,,,,,,,,,,,,,,
PNI2018S04,4,4.0,Paris-Nice,2018,1,0,1,20180307,La Fouillouse,Saint-Etienne,18.45,ITT,Individual Time Trial,,,,,,,,,,,,,,,,,,,,
PNI2018S05,5,5.0,Paris-Nice,2018,1,0,1,20180308,Salon-de-Provence,Sisteron,165.85,IRR,Plain,,,,,,,,,,,,,,,,,,,,
PNI2018S06,6,6.0,Paris-Nice,2018,1,0,1,20180309,Sisteron,Vence,198.39,IRR,Medium Mountain,,,,,,,,,,,,,,,,,,,,
PNI2018S07,7,7.0,Paris-Nice,2018,1,0,1,20180310,Nice,Valdeblore - La Colmiane,175.10,IRR,High mountain,,,,,,,,,,,,,,,,,,,,
PNI2018S08,8,8.0,Paris-Nice,2018,1,0,1,20180311,Nice,Nice,110.82,IRR,Medium Mountain,,,,,,,,,,,,,,,,,,,,
PNI2018R01,,,Paris-Nice,2018,1,0,0,,,,,,,1198.89,8.0,149.86,2.0,1.0,1.0,3.0,0.0,3.0,1.0,1.0,18.45,0.0,0.0,26.0,0.0,6.0,12.0,8.0,0.0
PNI2019S01,1,1.0,Paris-Nice,2019,1,0,1,20190310,Saint-Germain-en-Laye,Saint-Germain-en-Laye,138.78,IRR,Plain,,,,,,,,,,,,,,,,,,,,
PNI2019S02,2,2.0,Paris-Nice,2019,1,0,1,20190311,Les Bréviaires,Bellegarde,163.08,IRR,Plain,,,,,,,,,,,,,,,,,,,,
PNI2019S03,3,3.0,Paris-Nice,2019,1,0,1,20190312,Cepay,Moulins / Yzeure,199.47,IRR,Plain,,,,,,,,,,,,,,,,,,,,
PNI2019S04,4,4.0,Paris-Nice,2019,1,0,1,20190313,Vichy,Pélussin,211.70,IRR,Medium Mountain,,,,,,,,,,,,,,,,,,,,
PNI2019S05,5,5.0,Paris-Nice,2019,1,0,1,20190314,Barbentane,Barbentane,25.46,ITT,Individual Time Trial,,,,,,,,,,,,,,,,,,,,
PNI2019S06,6,6.0,Paris-Nice,2019,1,0,1,20190315,Peynier,Brignoles,177.04,IRR,Plain,,,,,,,,,,,,,,,,,,,,
PNI2019S07,7,7.0,Paris-Nice,2019,1,0,1,20190316,Nice,Col de Turini,183.53,IRR,High mountain,,,,,,,,,,,,,,,,,,,,
PNI2019S08,8,8.0,Paris-Nice,2019,1,0,1,20190317,Nice,Nice,110.82,IRR,Medium Mountain,,,,,,,,,,,,,,,,,,,,
PNI2019R01,,,Paris-Nice,2019,1,0,0,,,,,,,1209.88,8.0,151.24,1.0,1.0,1.0,2.0,0.0,4.0,0.0,1.0,25.46,0.0,0.0,24.0,0.0,5.0,12.0,7.0,0.0
TAD2009S01,1,1.0,Tirreno-Adriatico,2009,1,0,1,20090311,Cecina,Capannori,147.28,IRR,Medium Mountain,,,,,,,,,,,,,,,,,,,,
TAD2009S02,2,2.0,Tirreno-Adriatico,2009,1,0,1,20090312,Volterra,Marina di Carrara,177.89,IRR,Plain,,,,,,,,,,,,,,,,,,,,
TAD2009S03,3,3.0,Tirreno-Adriatico,2009,1,0,1,20090313,Fucecchio,Santa Croce sull'Arno,165.77,IRR,Plain,,,,,,,,,,,,,,,,,,,,
TAD2009S04,4,4.0,Tirreno-Adriatico,2009,1,0,1,20090314,Foligno,Montelupone,171.78,IRR,Medium Mountain,,,,,,,,,,,,,,,,,,,,
TAD2009S05,5,5.0,Tirreno-Adriatico,2009,1,0,1,20090315,Loreto,Macerata,30.29,ITT,Individual Time Trial,,,,,,,,,,,,,,,,,,,,
TAD2009S06,6,6.0,Tirreno-Adriatico,2009,1,0,1,20090316,Civitanova Marche,Camerino,235.19,IRR,High mountain,,,,,,,,,,,,,,,,,,,,
TAD2009S07,7,7.0,Tirreno-Adriatico,2009,1,0,1,20090317,San Benedetto del Tronto,San Benedetto del Tronto,168.88,IRR,Plain,,,,,,,,,,,,,,,,,,,,
TAD2009R01,,,Tirreno-Adriatico,2009,1,0,0,,,,,,,1097.08,7.0,156.73,0.0,1.0,0.0,2.0,0.0,3.0,0.0,1.0,30.29,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0
TAD2010S01,1,1.0,Tirreno-Adriatico,2010,1,0,1,20100310,Livorno,Rosignano Solvay,147.39,IRR,Plain,,,,,,,,,,,,,,,,,,,,
TAD2010S02,2,2.0,Tirreno-Adriatico,2010,1,0,1,20100311,Montecatini Terme,Montecatini Terme,166.23,IRR,Medium Mountain,,,,,,,,,,,,,,,,,,,,
TAD2010S03,3,3.0,Tirreno-Adriatico,2010,1,0,1,20100312,San Miniato,Monsummano Terme,159.20,IRR,Plain,,,,,,,,,,,,,,,,,,,,
TAD2010S04,4,4.0,Tirreno-Adriatico,2010,1,0,1,20100313,San Gemini,Chieti,244.49,IRR,Medium Mountain,,,,,,,,,,,,,,,,,,,,
TAD2010S05,5,5.0,Tirreno-Adriatico,2010,1,0,1,20100314,Chieti,Colmurano,216.14,IRR,Medium Mountain,,,,,,,,,,,,,,,,,,,,
TAD2010S06,6,6.0,Tirreno-Adriatico,2010,1,0,1,20100315,Montecosaro,Macerata,134.55,IRR,Medium Mountain,,,,,,,,,,,,,,,,,,,,
TAD2010S07,7,7.0,Tirreno-Adriatico,2010,1,0,1,20100316,Civitanova Marche,San Benedetto del Tronto,165.85,IRR,Plain,,,,,,,,,,,,,,,,,,,,
TAD2010R01,,,Tirreno-Adriatico,2010,1,0,0,,,,,,,1233.85,7.0,176.26,0.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0
TAD2011S01,1,1.0,Tirreno-Adriatico,2011,1,0,1,20110309,Marina di Carrara,Marina di Carrara,16.99,IRR,Team time trial,,,,,,,,,,,,,,,,,,,,
TAD2011S02,2,2.0,Tirreno-Adriatico,2011,1,0,1,20110310,Carrara,Indicatore (Arezzo),202.85,IRR,Plain,,,,,,,,,,,,,,,,,,,,
TAD2011S03,3,3.0,Tirreno-Adriatico,2011,1,0,1,20110311,Terranuova Bracciolini,Perugia,189.72,IRR,Plain,,,,,,,,,,,,,,,,,,,,
TAD2011S04,4,4.0,Tirreno-Adriatico,2011,1,0,1,20110312,Narni,Chieti,239.40,IRR,Medium Mountain,,,,,,,,,,,,,,,,,,,,
TAD2011S05,5,5.0,Tirreno-Adriatico,2011,1,0,1,20110313,Chieti,Castelraimondo,240.68,IRR,Medium Mountain,,,,,,,,,,,,,,,,,,,,
TAD2011S06,6,6.0,Tirreno-Adriatico,2011,1,0,1,20110314,Ussita,Macerata,176.81,IRR,Medium Mountain,,,,,,,,,,,,,,,,,,,,
TAD2011S07,7,7.0,Tirreno-Adriatico,2011,1,0,1,20110315,San Benedetto del Tronto,San Benedetto del Tronto,9.30,ITT,Individual Time Trial,,,,,,,,,,,,,,,,,,,,
TAD2011R01,,,Tirreno-Adriatico,2011,1,0,0,,,,,,,1075.75,7.0,153.68,1.0,0.0,0.0,3.0,1.0,2.0,0.0,1.0,9.3,1.0,16.99,11.0,0.0,0.0,0.0,0.0,0.0
TAD2012S01,1,1.0,Tirreno-Adriatico,2012,1,0,1,20120307,San Vincenzo,Donoratico,16.92,IRR,Team time trial,,,,,,,,,,,,,,,,,,,,
TAD2012S02,2,2.0,Tirreno-Adriatico,2012,1,0,1,20120308,San Vincenzo,Indicatore,231.71,IRR,Plain,,,,,,,,,,,,,,,,,,,,
TAD2012S03,3,3.0,Tirreno-Adriatico,2012,1,0,1,20120309,Indicatore,Terni,177.42,IRR,Plain,,,,,,,,,,,,,,,,,,,,
TAD2012S04,4,4.0,Tirreno-Adriatico,2012,1,0,1,20120310,Amelia,Chieti,249.85,IRR,Medium Mountain,,,,,,,,,,,,,,,,,,,,
TAD2012S05,5,5.0,Tirreno-Adriatico,2012,1,0,1,20120311,Martinsicuro,Prati di Tivo,197.44,IRR,High mountain,,,,,,,,,,,,,,,,,,,,
TAD2012S06,6,6.0,Tirreno-Adriatico,2012,1,0,1,20120312,Offida,Offida,180.93,IRR,Medium Mountain,,,,,,,,,,,,,,,,,,,,
TAD2012S07,7,7.0,Tirreno-Adriatico,2012,1,0,1,20120313,San Benedetto del Tronto,San Benedetto del Tronto,9.13,ITT,Individual Time Trial,,,,,,,,,,,,,,,,,,,,
TAD2012R01,,,Tirreno-Adriatico,2012,1,0,0,,,,,,,1063.4,7.0,151.91,2.0,1.0,1.0,2.0,1.0,2.0,0.0,1.0,9.13,1.0,16.92,11.0,0.0,0.0,0.0,0.0,0.0
TAD2013S01,1,1.0,Tirreno-Adriatico,2013,1,0,1,20130306,San Vincenzo,Donoratico,16.92,IRR,Team time trial,,,,,,,,,,,,,,,,,,,,
TAD2013S02,2,2.0,Tirreno-Adriatico,2013,1,0,1,20130307,San Vincenzo,Indicatore (Arezzo),233.27,IRR,Plain,,,,,,,,,,,,,,,,,,,,
TAD2013S03,3,3.0,Tirreno-Adriatico,2013,1,0,1,20130308,Indicatore,Narni Scalo,190.01,IRR,Plain,,,,,,,,,,,,,,,,,,,,
TAD2013S04,4,4.0,Tirreno-Adriatico,2013,1,0,1,20130309,Narni,Prati di Tivo,172.16,IRR,High mountain,,,,,,,,,,,,,,,,,,,,
TAD2013S05,5,5.0,Tirreno-Adriatico,2013,1,0,1,20130310,Ortona,Chieti,228.92,IRR,High mountain,,,,,,,,,,,,,,,,,,,,
TAD2013S06,6,6.0,Tirreno-Adriatico,2013,1,0,1,20130311,Porto Sant'Elpidio,Porto Sant'Elpidio,210.73,IRR,Medium Mountain,,,,,,,,,,,,,,,,,,,,
TAD2013S07,7,7.0,Tirreno-Adriatico,2013,1,0,1,20130312,San Benedetto del Tronto,San Benedetto del Tronto,9.13,ITT,Individual Time Trial,,,,,,,,,,,,,,,,,,,,
TAD2013R01,,,Tirreno-Adriatico,2013,1,0,0,,,,,,,1061.14,7.0,151.59,2.0,2.0,2.0,1.0,0.0,2.0,0.0,1.0,9.13,1.0,16.92,12.0,0.0,0.0,0.0,0.0,0.0
TAD2014S01,1,1.0,Tirreno-Adriatico,2014,1,0,1,20140312,Donoratico,San Vincenzo,18.52,IRR,Team time trial,,,,,,,,,,,,,,,,,,,,
TAD2014S02,2,2.0,Tirreno-Adriatico,2014,1,0,1,20140313,San Vincenzo,Cascina,165.58,IRR,Plain,,,,,,,,,,,,,,,,,,,,
TAD2014S03,3,3.0,Tirreno-Adriatico,2014,1,0,1,20140314,Cascina,Arezzo,209.88,IRR,Plain,,,,,,,,,,,,,,,,,,,,
TAD2014S04,4,4.0,Tirreno-Adriatico,2014,1,0,1,20140315,Indicatore (Arezzo),Cittareale Selvarotonda,244.25,IRR,High mountain,,,,,,,,,,,,,,,,,,,,
TAD2014S05,5,5.0,Tirreno-Adriatico,2014,1,0,1,20140316,Amatrice,Guardiagrele,191.72,IRR,High mountain,,,,,,,,,,,,,,,,,,,,
TAD2014S06,6,6.0,Tirreno-Adriatico,2014,1,0,1,20140317,Bucchianico,Porto Sant'Elpidio,188.23,IRR,Plain,,,,,,,,,,,,,,,,,,,,
TAD2014S07,7,7.0,Tirreno-Adriatico,2014,1,0,1,20140318,San Benedetto del Tronto,San Benedetto del Tronto,10.00,ITT,Individual Time Trial,,,,,,,,,,,,,,,,,,,,
TAD2014R01,,,Tirreno-Adriatico,2014,1,0,0,,,,,,,1028.18,7.0,146.88,2.0,2.0,2.0,0.0,0.0,3.0,0.0,1.0,10.0,1.0,18.52,12.0,0.0,0.0,0.0,0.0,0.0
TAD2015S01,1,1.0,Tirreno-Adriatico,2015,1,0,1,20150311,Lido di Camaiore,Lido di Camaiore,5.36,ITT,Individual Time Trial,,,,,,,,,,,,,,,,,,,,
TAD2015S02,2,2.0,Tirreno-Adriatico,2015,1,0,1,20150312,Camaiore,Cascina,153.40,IRR,Plain,,,,,,,,,,,,,,,,,,,,
TAD2015S03,3,3.0,Tirreno-Adriatico,2015,1,0,1,20150313,Cascina,Arezzo,200.75,IRR,Plain,,,,,,,,,,,,,,,,,,,,
TAD2015S04,4,4.0,Tirreno-Adriatico,2015,1,0,1,20150314,Indicatore,Castelraimondo,228.97,IRR,Medium Mountain,,,,,,,,,,,,,,,,,,,,
TAD2015S05,5,5.0,Tirreno-Adriatico,2015,1,0,1,20150315,Esanatoglia,Monte Terminillo,197.15,IRR,High mountain,,,,,,,,,,,,,,,,,,,,
TAD2015S06,6,6.0,Tirreno-Adriatico,2015,1,0,1,20150316,Rieti,Porto Sant'Elpidio,210.41,IRR,Plain,,,,,,,,,,,,,,,,,,,,
TAD2015S07,7,7.0,Tirreno-Adriatico,2015,1,0,1,20150317,San Benedetto del Tronto,San Benedetto del Tronto,10.00,ITT,Individual Time Trial,,,,,,,,,,,,,,,,,,,,
TAD2015R01,,,Tirreno-Adriatico,2015,1,0,0,,,,,,,1006.04,7.0,143.72,1.0,1.0,1.0,1.0,0.0,3.0,0.0,2.0,15.36,0.0,0.0,12.0,0.0,2.0,4.0,6.0,0.0
TAD2016S01,1,1.0,Tirreno-Adriatico,2016,1,0,1,20160309,Lido di Camaiore,Lido di Camaiore,22.69,IRR,Team time trial,,,,,,,,,,,,,,,,,,,,
TAD2016S02,2,2.0,Tirreno-Adriatico,2016,1,0,1,20160310,Camaiore,Pomarance,203.59,IRR,Medium Mountain,,,,,,,,,,,,,,,,,,,,
TAD2016S03,3,3.0,Tirreno-Adriatico,2016,1,0,1,20160311,Castelnuovo Val di Cecina,Montalto di Castro,178.18,IRR,Plain,,,,,,,,,,,,,,,,,,,,
